###Quadrat plot data (nested sizes) froma paired fenced and unfenced plots on Molesworth. Plots established in early 2008 by NZ Forest Surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transect,Plot No.,Species,Subplot1.Tier1,Subplot1.Tier2,Subplot1.Tier3,Subplot1.Tier4,Subplot1.Tier5,Subplot1.Tier6,Subplot2.Tier1,Subplot2.Tier2,Subplot2.Tier3,Subplot2.Tier4,Subplot2.Tier5,Subplot2.Tier6,Subplot3.Tier1,Subplot3.Tier2,Subplot3.Tier3,Subplot3.Tier4,Subplot3.Tier5,Subplot3.Tier6,Subplot4.Tier1,Subplot4.Tier2,Subplot4.Tier3,Subplot4.Tier4,Subplot4.Tier5,Subplot4.Tier6,Subplot5.Tier1,Subplot5.Tier2,Subplot5.Tier3,Subplot5.Tier4,Subplot5.Tier5,Subplot5.Tier6,Subplot6.Tier1,Subplot6.Tier2,Subplot6.Tier3,Subplot6.Tier4,Subplot6.Tier5,Subplot6.Tier6,BrowserSpecies,BrowserIntensity,Browser2Species,Browser2Intensity
CC,2 unfenced,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,HIEPIL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,
CC,2 unfenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,MUEAXI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,CARGAU,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,EUCTRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,PRUVUL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,LUZMIG,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 unfenced,POACIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,CARKAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
CC,2 unfenced,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,SCHPAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,cattle,M,,
CC,2 unfenced,LINCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,MUEAXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,CRECAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,STEGRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 unfenced,CARPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,VEGETATION,6,4,1,,,,6,3,1,,,,6,3,1,,,,6,3,1,,,,6,4,2,,,,6,4,2,,,,,,,
CC,2 fenced,MOSS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,LITTER,2,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,,,,
CC,2 fenced,BARE GROUND,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,
CC,2 fenced,POAPRA,1,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,FESRUB,5,4,1,,,,5,3,1,,,,5,3,1,,,,4,2,1,,,,5,3,1,,,,4,3,1,,,,cattle,M,,
CC,2 fenced,AGRCAP,2,2,,,,,2,1,,,,,3,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,MUEAXI,1,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,2,1,,,,,1,1,,,,,,,,
CC,2 fenced,POACIT,,,,,,,,,,,,,2,2,1,,,,3,2,1,,,,2,1,1,,,,2,1,1,,,,,,,
CC,2 fenced,HOLLAN,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,cattle,M,,
CC,2 fenced,ACAINE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,HIECAE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,TRIREP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,
CC,2 fenced,CARKAL,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,2,1,,,,3,2,1,,,,cattle,L,,
CC,2 fenced,CAROVA,,,,,,,,,,,,,,,,,,,2,1,1,,,,1,1,1,,,,1,1,1,,,,cattle,M,,
CC,2 fenced,LINCAT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,ANTODO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,HIEPIL,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,
CC,2 fenced,HIEAUR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,FESNOV,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,JUNEFF,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,
CC,2 fenced,STEGRM,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,POACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,WAHALB,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
CC,2 fenced,CARMUE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
CC,2 fenced,ACASAC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,CARCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,cattle,L,,
CC,2 fenced,DISTOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
CC,2 fenced,SCHPAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,ACAFIS,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,2 fenced,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 fenced,CARGAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 fenced,EPIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,CIRVUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,JUNNOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,2 fenced,HYPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,2 fenced,RAOAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 unfenced,VEGETATION,5,2,,,,,5,3,,,,,5,3,,,,,5,2,1,,,,5,2,1,,,,5,2,1,,,,,,,
CC,3 unfenced,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,LITTER,2,,,,,,2,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,,,,
CC,3 unfenced,BARE GROUND,1,,,,,,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,ROCK,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,
CC,3 unfenced,POAPRA,3,,,,,,2,1,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,1,1,1,,,,,,,
CC,3 unfenced,CARMUE,2,1,,,,,2,1,,,,,1,1,,,,,2,1,,,,,1,1,,,,,1,1,,,,,,,,
CC,3 unfenced,AGRCAP,2,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,2,1,,,,,,,,
CC,3 unfenced,HIECAE,1,,,,,,3,,,,,,2,,,,,,3,,,,,,2,,,,,,2,,,,,,,,,
CC,3 unfenced,HIEPRA,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,TRIREP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,FESNOV,,,,,,,1,1,,,,,2,2,,,,,2,2,1,,,,2,2,1,,,,2,2,1,,,,,,,
CC,3 unfenced,HIEPIL,,,,,,,1,,,,,,3,,,,,,2,,,,,,3,,,,,,3,,,,,,,,,
CC,3 unfenced,RYTPUM,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,LUZRUF,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,POACOL,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,RUMACE,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,CELGRA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,FESRUB,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,2,,,,,,,,,
CC,3 unfenced,HOLLAN,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,POACIT,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
CC,3 unfenced,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,HYPRAD,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 unfenced,CAROVA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
CC,3 unfenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,3 unfenced,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 unfenced,GENCOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 unfenced,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 fenced,VEGETATION,5,1,,,,,5,,,,,,5,2,,,,,5,1,,,,,5,1,,,,,5,1,,,,,,,,
CC,3 fenced,MOSS,1,,,,,,1,,,,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,
CC,3 fenced,LITTER,3,,,,,,3,,,,,,3,,,,,,2,,,,,,3,,,,,,2,,,,,,,,,
CC,3 fenced,BARE GROUND,,,,,,,1,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,
CC,3 fenced,ROCK,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,HIEPIL,4,,,,,,4,,,,,,3,,,,,,3,,,,,,3,,,,,,4,,,,,,,,,
CC,3 fenced,FESNOV,1,1,,,,,3,1,,,,,2,2,,,,,2,1,,,,,1,1,,,,,2,1,,,,,cattle,L,,
CC,3 fenced,POACOL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,TRIREP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,AGRCAP,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,HIECAE,2,,,,,,3,,,,,,3,,,,,,3,,,,,,3,,,,,,2,,,,,,,,,
CC,3 fenced,RYTPUM,,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,CARMUE,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
CC,3 fenced,POAPRA,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,GENCOR,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,RUMACE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,CAROVA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
CC,3 fenced,LUZRUF,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
CC,3 fenced,ACRCOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,hare,L,,
CC,3 fenced,FESRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 fenced,ANTODO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
CC,3 fenced,PIMSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 fenced,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CC,3 fenced,RAOSUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 unfenced,VEGETATION,5,,,,,,4,1,,,,,4,1,1,,,,5,1,1,,,,,,,,,,,,,,,,,,,
AR,1 unfenced,MOSS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
AR,1 unfenced,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
AR,1 unfenced,BARE GROUND,3,,,,,,4,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
AR,1 unfenced,ROCK,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
AR,1 unfenced,PIMSER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 unfenced,HIEPIL,4,,,,,,3,,,,,,3,,,,,,4,,,,,,4,,,,,,4,,,,,,,,,
AR,1 unfenced,ANTODO,2,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 unfenced,RAOSUB,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,RYTPUM,1,,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,
AR,1 unfenced,POACOL,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 unfenced,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,UNCFUS,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,CHIMAC,,,,,,,1,1,,,,,1,1,,,,,2,2,,,,,1,1,1,,,,2,2,1,,,,hare,M,cattle,L
AR,1 unfenced,CHIRUB,,,,,,,1,1,,,,,2,1,1,,,,1,1,1,,,,1,2,1,,,,2,3,2,,,,,,,
AR,1 unfenced,DEYAVE,,,,,,,2,1,,,,,2,1,,,,,2,1,,,,,2,1,,,,,1,1,,,,,,,,
AR,1 unfenced,RUMACE,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,HYPRAD,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,FESMAT,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 unfenced,AGRCAP,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,,,,,,,,
AR,1 unfenced,GAUDEP,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,LEUFRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,LUZRUF,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,CELGRA,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,THELON,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,ANTODO,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,ACRCOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,GENCOR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 unfenced,ANIARO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,ARGMAC,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,RYTSET,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 unfenced,PRACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 unfenced,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 unfenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,HIECAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 unfenced,CRAUNI,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,VEGETATION,5,,,,,,5,2,1,,,,5,3,2,,,,6,2,1,,,,6,2,2,,,,6,3,3,,,,,,,
AR,1 fenced,MOSS,1,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,LITTER,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,BARE GROUND,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,ROCK,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,HIEPIL,4,,,,,,4,,,,,,4,,,,,,5,,,,,,4,,,,,,3,,,,,,,,,
AR,1 fenced,WAHALB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,RAOSUB,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,DEYAVE,2,,,,,,2,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
AR,1 fenced,POACOL,2,,,,,,1,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
AR,1 fenced,RYTPUM,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,LUZRUF,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,AGRCAP,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,cattle,L,,
AR,1 fenced,HYPRAD,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,ANTODO,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,goat,L,,
AR,1 fenced,CELGRA,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
AR,1 fenced,CHIMAC,,,,,,,1,2,1,,,,3,3,2,,,,2,2,1,,,,2,2,2,,,,2,3,2,,,,,,,
AR,1 fenced,UNCFUS,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,TRIREP,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,HOLLAN,,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,1,,,,,,,
AR,1 fenced,RANMUL,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,CHIRUB,,,,,,,,,,,,,2,3,1,,,,1,2,1,,,,1,1,1,,,,2,2,2,,,,,,,
AR,1 fenced,PIMSER,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,THELON,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,FESMAT,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,RUMACE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,ACRCOL,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 fenced,CRAUNI,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,CARMUE,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,ARGMAC,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,HIECAE,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 fenced,GERSES,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,LINCAT,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 fenced,RYTSET,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,CAROVA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,hare,L,,
AR,1 fenced,RUMACE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,
AR,1 fenced,HOLLAN,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,ACAINE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,ACACAE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,OPHCOR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,ELYAFR,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 fenced,POAPRA,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
AR,1 fenced,POACOL,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,CARMUE,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,
AR,1 fenced,GAUDEP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,CERFON,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
AR,1 fenced,CELSPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,POACIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,HIEAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,JUNEFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
AR,1 fenced,ACIGLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,hare,H,,
AR,1 fenced,GALPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,MENCUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,SCHPAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
AR,1 fenced,SCLUNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,FESRUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
AR,1 fenced,FESNOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
AR,1 fenced,CRECAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,LEUFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AR,1 fenced,CIRVUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
